601939-601288,0.936165,0.004330746
601800-601111,0.884669,0.005813718
601988-601939,0.800681,0.006347377
601328-600000,0.954474,0.006720124
600837-000783,0.91657,0.007893606
601988-601288,0.725797,0.007914077
601668-600900,0.912237,0.007940974
601988-601800,1.042059,0.007998804
601336-601111,0.908824,0.008144133
601988-601111,0.876405,0.008700189
000783-000776,0.829047,0.008787055
601939-601336,0.70791,0.009003289
601169-002142,1.019102,0.009009838
601328-601169,1.055464,0.009167913
601668-601111,0.86718,0.009239205
601939-601111,0.89631,0.009342577
601988-601328,0.772595,0.009668245
601939-601800,1.038368,0.009689635
601111-000402,1.033536,0.009763233
000776-000728,0.986501,0.009854489
601288-601111,0.762497,0.009961263
600219-002378,1.042468,0.009969386
601166-000001,0.842487,0.010008535
000783-000728,0.861667,0.01007696
600050-000402,0.805238,0.010133352
000783-000060,0.862175,0.010231446
601111-600050,1.113678,0.010246481
601898-600362,0.81758,0.010707474
600050-600019,0.828238,0.010773046
601169-600050,0.823885,0.010840277
601628-601601,0.94212,0.010997575
601169-000001,0.957071,0.011023674
601898-600050,0.754791,0.011164983
600900-000402,0.972527,0.011213839
000338-000027,0.855542,0.011238859
601168-000960,0.895604,0.011364297
000983-000878,1.078879,0.011421997
601991-601139,0.999663,0.011469949
600795-000402,1.001698,0.0115286
601898-000937,0.959688,0.011538007
000402-000338,0.86882,0.011559404
600795-000539,0.953544,0.011586117
600362-002142,0.809824,0.011614155
601169-600362,0.916426,0.011639958
600362-600050,0.746002,0.011811561
601800-600011,0.840097,0.011829212
000539-000027,0.918739,0.011868623
601169-601166,1.021642,0.011925611
601988-601169,1.199182,0.011933939
601169-000027,0.917188,0.011989552
601169-000402,0.731881,0.012036405
601898-600019,0.740064,0.012124237
601186-000060,1.056562,0.012144868
601800-000338,1.069315,0.012168578
600050-000338,0.812413,0.012195085
000937-000060,0.934492,0.01228585
000937-000630,0.914402,0.012299683
600795-600011,1.031871,0.012335247
000060-000027,0.82174,0.012336465
600031-000425,0.867783,0.012368914
600900-600011,0.876987,0.012388108
601111-600011,0.802074,0.012394839
600837-000060,0.776929,0.012399656
601988-000402,0.96396,0.012402862
600900-600050,0.889094,0.012406029
000338-000060,0.804553,0.012454714
600616-002646,0.936114,0.012496705
600362-000060,0.882118,0.012563898
002142-000001,0.796197,0.012582146
000878-000060,0.809066,0.012590091
601898-600104,0.864023,0.012653943
601168-000027,0.751728,0.012745733
600795-600050,0.817358,0.012766411
601988-601398,0.82294,0.012900926
000709-000060,0.801361,0.012921617
601398-600362,0.804953,0.012925596
601166-002142,0.75378,0.012932306
601111-000338,1.173605,0.012933756
000937-000783,0.851923,0.012935665
601169-000060,0.784915,0.012962117
601111-600019,0.777492,0.012962205
601336-600011,0.962059,0.012992597
600219-000027,0.743445,0.01300013
600050-000027,0.810243,0.01303233
601988-600011,0.865397,0.013039756
601898-601166,0.784896,0.013059766
601991-601186,1.060189,0.013081739
600900-600019,0.797057,0.013086791
600805-002092,0.922453,0.013160899
000402-000027,0.821377,0.013163241
601800-600362,1.04949,0.013184402
601939-000402,0.946137,0.013189082
600000-000001,0.980419,0.013218318
000402-000060,0.908615,0.013303298
600219-600027,0.784505,0.013333051
601328-000060,0.822482,0.013353544
601398-601166,0.85921,0.013356208
601857-600050,0.747279,0.013396833
000758-000630,0.850436,0.013400892
600362-000937,0.96679,0.013461217
600050-002142,0.760461,0.013476149
600362-600104,0.880336,0.013486563
601668-000402,1.206191,0.013488867
600011-000027,0.778695,0.013517501
601166-600362,0.735995,0.013529504
600000-000060,0.766925,0.013550053
600000-002142,0.860237,0.013554195
600011-000338,0.728846,0.01359752
600111-000758,0.821832,0.013630806
601988-600050,1.263986,0.013682052
601618-600027,0.826409,0.013687569
601618-000338,0.715353,0.013702705
601328-002142,1.053655,0.0137272
601169-600015,0.785252,0.01372825
600050-000001,0.748153,0.013755521
601939-601169,1.211391,0.013822044
000960-000758,0.855711,0.013920484
600031-000528,0.988438,0.01393454
601857-000338,0.712049,0.013978708
601668-600019,0.902335,0.013999192
601111-002142,1.028949,0.014043368
601111-600362,1.056802,0.014077631
601857-600019,0.774322,0.014083327
601169-600104,1.115939,0.014098323
600900-000338,1.069946,0.014124349
000960-000027,0.715825,0.014125752
601111-000001,1.067813,0.014129418
601800-601618,1.185618,0.014189264
601328-000001,1.008378,0.01418966
601988-600019,1.135786,0.014239946
600362-000001,0.710058,0.014244761
000060-000001,0.700401,0.014248597
601328-600362,0.754483,0.014259213
000983-000709,0.902383,0.014262288
600050-000937,1.175379,0.014274664
601186-000937,0.765039,0.014274945
600036-000001,0.703241,0.01429213
600000-000027,0.757811,0.014306367
600795-000001,0.735714,0.01438095
601668-600050,1.14507,0.014404231
600795-000060,0.943618,0.014425809
601111-000027,1.191109,0.014484638
601328-000027,1.030644,0.01450111
600104-000937,0.812336,0.014512165
601939-000338,0.800515,0.014518413
601668-002142,0.759477,0.014575336
601601-601088,0.947538,0.014608705
600993-600329,0.968111,0.014648414
601328-600015,1.175867,0.014666852
601991-002267,0.818025,0.014748101
600019-000937,1.019168,0.014770335
600027-002378,0.996225,0.014777139
601377-000776,0.936142,0.014790658
601166-600104,0.779867,0.014852242
601628-601318,0.767415,0.01492212
002142-000783,0.85016,0.014941372
600123-000983,0.857995,0.014953255
600104-000783,0.806158,0.014981301
601988-000338,0.964195,0.014983304
600362-000783,0.894302,0.015002691
600795-000338,1.232636,0.015007449
601991-600837,0.830404,0.015010936
601668-000027,0.793852,0.015048058
601991-601898,0.71414,0.015095369
600495-600031,0.788645,0.015104348
601668-000001,0.833298,0.015134529
600050-000783,1.130188,0.015212155
601988-600015,0.835916,0.015213698
601601-601318,0.747709,0.015225129
600675-600108,1.032695,0.015242775
601939-601398,1.254621,0.01525409
000878-000709,0.839138,0.015311522
601186-000783,0.749393,0.015318252
601991-601628,0.756947,0.015404549
601186-000630,0.767343,0.015516414
601336-600362,0.975462,0.015534758
600188-000878,0.869729,0.015574924
601186-000792,0.997221,0.015583077
601898-000630,0.872119,0.015612986
601857-601398,0.944264,0.015724953
600495-000528,0.840438,0.015760796
601299-601186,0.805532,0.015770787
601328-601166,1.046671,0.015791021
601939-000027,0.875238,0.015804417
600795-600015,1.061722,0.015845858
601111-000060,1.288297,0.015852758
600369-000728,0.712731,0.015904607
000792-000655,0.86057,0.016014264
600362-000758,0.919788,0.016028956
600616-000858,0.76741,0.016029061
600362-600111,1.128953,0.016029843
600837-600383,0.76548,0.016079065
600383-000783,0.74259,0.01610045
600369-600266,0.904021,0.016107616
600104-600018,1.009144,0.016108931
601898-000728,0.707902,0.0161131
601336-000338,1.254485,0.016136846
601186-600837,0.749449,0.016144002
601668-600362,0.981733,0.016173179
601618-600837,0.852504,0.016177655
601988-002142,1.117195,0.016191967
601898-000783,0.765893,0.016223434
601169-601168,0.976992,0.016229422
600062-000423,0.967827,0.016238775
600104-000960,0.751521,0.016242305
600123-000878,0.921995,0.016244071
600900-600027,0.76848,0.016321929
000960-000783,0.738521,0.016335621
601299-000425,0.770844,0.016353151
601169-000937,1.013711,0.016358668
601377-000728,0.763261,0.016368489
601800-600027,0.878138,0.01638416
601991-601088,0.939162,0.016423084
601139-000930,0.905905,0.016478964
601168-601006,0.745465,0.016487019
600050-000060,1.190456,0.016520842
