600739-600547,0.860863,0.331402,0.024186,1.543677,0.040309,2.890033
600111-000655,0.957569,1.217915,0.018408,1.550366,0.030283,3.132236
600549-600153,0.990521,1.308219,0.027788,1.527404,0.065382,4.189132
600104-000792,0.898161,0.118579,0.022239,1.684829,0.046409,2.563435
600332-600329,0.709434,1.524875,0.023814,1.942834,0.041633,3.595342
600664-600085,1.071661,-1.441995,0.020651,1.692205,0.076515,2.518754
600362-600018,0.972648,1.044079,0.019546,1.472863,0.045912,4.079383
600900-000783,1.279332,-1.098803,0.023054,1.547616,0.057167,2.485909
600018-600016,1.138045,-0.658559,0.026978,1.684170,0.038512,2.827179
600585-000789,0.727647,1.152437,0.020631,1.562912,0.129407,2.502182
600720-000012,0.824798,0.174303,0.021098,1.579267,0.076920,3.309252
600104-000630,0.741155,0.931351,0.017344,1.787673,0.043382,3.229142
601377-000776,0.936142,-0.088747,0.014791,1.806014,0.041270,2.756750
000783-000768,0.928463,0.203183,0.024557,1.543630,0.063748,2.821376
601168-000768,1.232115,-1.070205,0.025660,1.497754,0.094275,2.170492
000937-000768,0.877730,-0.033018,0.024677,1.663086,0.088249,2.701407
601088-000983,1.135727,0.585843,0.022008,1.649593,0.101473,2.344503
600123-000878,0.921995,0.375502,0.016244,1.544765,0.100240,3.652766
600694-600389,0.772273,0.524859,0.024348,1.505968,0.075393,3.077244
000792-000655,0.860570,1.064196,0.016014,1.672427,0.040308,3.730970
600362-000758,0.919788,0.478087,0.016029,1.615707,0.093423,2.785303
601038-000651,0.759442,-0.391361,0.022329,1.559616,0.048493,3.234571
600362-000060,0.882118,1.082670,0.012564,1.625073,0.058607,3.206872
000792-000651,0.890083,-0.281944,0.021086,1.561926,0.066636,2.539952
601388-002011,0.827607,0.424389,0.022658,1.633780,0.059213,3.111056
601038-000417,0.706957,0.952022,0.024505,1.703019,0.075131,2.515809
600104-000581,1.021181,-0.833256,0.025104,1.649437,0.061538,3.230493
600549-000878,0.816649,1.447133,0.023424,1.622821,0.041765,2.579043
601139-000651,1.003630,-1.449122,0.024857,1.670365,0.041666,3.006372
000731-000581,0.791111,-0.425179,0.019251,1.520227,0.057858,2.483102
600188-600141,1.207680,-1.013081,0.023896,1.680626,0.073826,3.007318
601166-000001,0.842487,0.187948,0.010009,1.704475,0.063199,3.062096
601166-600089,0.800797,0.426289,0.029285,1.670882,0.050178,3.221169
601336-000338,1.254485,-0.533311,0.016137,1.537367,0.060160,2.944358
601857-000783,1.193778,-0.672493,0.027011,1.562789,0.034893,3.048361
601377-000783,0.975480,0.012852,0.019145,1.793774,0.022482,2.771027
601377-002673,0.911605,-0.081493,0.026411,1.711574,0.040594,2.928221
601006-000983,0.711736,0.681022,0.025919,1.662000,0.044479,3.419339
600383-600048,0.993941,-0.234462,0.018131,1.696296,0.049902,3.190471
000878-000060,0.809066,0.609930,0.012590,1.781120,0.046468,3.027205
600266-000783,0.705712,0.610880,0.017199,1.694747,0.054055,2.751219
600694-000417,1.005857,1.538027,0.017689,1.517029,0.121685,3.062263
600219-002011,1.062459,-0.670895,0.027889,1.506282,0.130494,4.202882
600000-000027,0.757811,0.967077,0.014306,1.825571,0.039309,2.654808
600219-600060,1.085415,-1.015193,0.022182,1.659953,0.076824,2.267086
600048-000063,0.796409,-0.013223,0.028118,1.635750,0.040277,2.958511
600837-000937,0.715348,0.983988,0.016686,1.535974,0.035376,2.524381
600104-000783,0.806158,0.755384,0.014981,1.779466,0.042967,2.689567
601168-600018,0.823767,0.331938,0.018243,1.570075,0.054916,3.402180
600837-000783,0.916570,0.279505,0.007894,1.637838,0.036573,2.898110
600018-000063,0.938480,-0.818362,0.029200,1.577799,0.045777,2.646992
600309-000012,0.934194,1.031962,0.028111,1.561515,0.038422,3.086284
000651-000581,0.755727,0.868950,0.021694,1.584365,0.058328,3.430226
600000-000060,0.766925,0.904232,0.013550,1.522282,0.046072,3.384227
000060-000027,0.821740,0.361955,0.012336,1.501497,0.019538,4.775996
000783-000776,0.829047,0.217846,0.008787,1.556444,0.077756,3.853381
600111-000962,0.835013,1.186898,0.025071,1.562448,0.066245,2.827500
000937-000651,1.085496,-1.771172,0.027626,1.653930,0.047636,2.878032
600481-600008,0.822953,0.846729,0.028806,1.598819,0.071849,3.017705
000960-000768,1.071104,-0.052172,0.024660,1.611349,0.051620,2.365868
600887-000661,0.781375,-0.128388,0.029443,1.712233,0.052858,3.986481
600585-600209,0.842126,0.908985,0.025254,1.653490,0.059083,2.467247
600748-600675,0.775960,0.516541,0.023003,1.319653,0.107315,4.181559
600600-000729,1.024854,1.716615,0.023347,1.668880,0.078698,2.714878
600830-000417,0.873459,0.686588,0.018645,1.633642,0.056339,3.354864
601168-000651,0.897109,-1.383375,0.026594,1.653636,0.088308,2.411658
002673-000786,0.783459,0.358605,0.024738,1.608370,0.073960,2.347677
600362-000962,0.908107,0.553395,0.028354,1.420839,0.154384,2.686002
601166-600362,0.735995,0.336046,0.013530,1.619253,0.049751,3.105231
600369-600266,0.904021,0.236753,0.016108,1.660962,0.043931,2.763136
600111-000792,0.923196,0.552830,0.019260,1.622585,0.037447,3.287957
601336-600362,0.975462,0.534478,0.015535,1.649665,0.025358,2.908877
600276-000963,0.737453,0.762930,0.020287,1.640930,0.052806,3.502262
601388-000651,0.701387,-0.182557,0.025709,1.440698,0.070059,3.727714
600502-600116,0.737937,0.374705,0.020888,1.537797,0.060837,2.443889
000960-000783,0.738521,0.652193,0.016336,1.568273,0.080105,3.024709
600900-600383,1.253557,-0.466755,0.024098,1.773146,0.053959,2.815763
600664-600062,1.003209,-1.294924,0.017207,1.584849,0.053106,3.123511
600251-600089,0.933867,0.565095,0.028194,1.573486,0.060168,3.034315
600900-000338,1.069946,-1.290800,0.014124,1.821800,0.050057,2.691145
600675-600209,0.713660,0.262740,0.029182,1.787170,0.057864,2.760599
600837-000792,1.007087,-0.405936,0.019350,1.623323,0.055884,2.413143
600993-600332,1.045812,-0.666468,0.023462,1.528179,0.032185,3.586967
600104-000768,1.205356,-0.093632,0.027090,1.607642,0.125646,2.535011
600008-002155,0.897420,0.024390,0.026445,1.734061,0.055518,3.699983
002378-002011,0.962731,0.775999,0.025040,1.688110,0.042931,4.062124
600895-600675,0.792987,0.454239,0.023062,1.653722,0.052235,2.336777
600104-000937,0.812336,1.024652,0.014512,1.747810,0.039908,3.162955
600104-000651,1.132876,-1.266276,0.029269,1.509387,0.059391,2.382965
600362-000630,0.842017,0.742340,0.016869,1.880024,0.023792,2.778796
000960-000027,0.715825,1.131129,0.014126,1.626860,0.053190,3.411064
600188-000983,0.789286,0.597361,0.018874,1.820744,0.043495,2.703102
600549-000983,0.718434,1.784966,0.025292,1.604440,0.071851,2.225117
601628-601601,0.942120,-0.010919,0.010998,1.749559,0.030274,3.079165
600837-600089,0.781300,0.558982,0.027856,1.544827,0.051778,3.763230
600111-000983,0.924931,1.387392,0.025540,1.425576,0.035102,3.984189
002142-000001,0.796197,0.232363,0.012582,1.615129,0.067551,2.334605
600276-600062,0.714697,1.455108,0.019351,1.682732,0.070249,3.087657
000960-000655,0.731990,0.897913,0.022262,1.641614,0.057841,3.362254
000983-000878,1.078879,-0.353144,0.011422,1.691017,0.040653,3.387259
002011-000581,0.724237,-0.276816,0.023176,1.408820,0.077040,6.027940
601857-000338,0.712049,-0.025975,0.013979,1.509193,0.054766,2.462389
